variant,alpha,beta,gamma,seed,description,steps_executed,completed_jobs,failed_jobs,completion_rate,value_weighted_completion_rate,total_compute_cost,forced_execute_steps,action_count_Execute_Ready_Job,action_count_Defer_Job,action_count_Scale_Up,action_count_Scale_Down,action_count_Reprioritize_Queue,action_count_Pause_LowPriority_Job
gamma_100,1.0,0.1,100.0,109,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,110,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,111,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,112,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,113,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,114,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,115,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,116,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,117,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,118,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
gamma_100,1.0,0.1,100.0,119,gamma=100 (risk dominates; should avoid execute).,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,100,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,101,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,102,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,103,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,104,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,105,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,106,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,107,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,108,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,109,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,110,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,111,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,112,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,113,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,114,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,115,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,116,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,117,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,118,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
alpha_beta_gamma_extreme_neg_execute,0.0,100.0,100.0,119,Should punish execute very hard; only stress-guard forces it.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
best_task_cost_off,1.0,0.1,1.0,100,Turn off the task-ranking cost weight.,300,56,17,0.56,0.6600978706520301,587.674,0,249,0,23,0,0,28
best_task_cost_off,1.0,0.1,1.0,101,Turn off the task-ranking cost weight.,300,57,21,0.57,0.631960623461854,755.75,0,274,0,21,0,0,5
best_task_cost_off,1.0,0.1,1.0,102,Turn off the task-ranking cost weight.,300,58,18,0.58,0.6250197991573478,579.454,0,263,0,32,0,0,5
best_task_cost_off,1.0,0.1,1.0,103,Turn off the task-ranking cost weight.,300,68,16,0.68,0.7221839713577527,396.792,0,278,0,22,0,0,0
best_task_cost_off,1.0,0.1,1.0,104,Turn off the task-ranking cost weight.,300,59,10,0.59,0.6719961704164671,721.95,0,246,0,28,0,0,26
best_task_cost_off,1.0,0.1,1.0,105,Turn off the task-ranking cost weight.,300,29,8,0.29,0.3519968157091681,415.088,0,128,0,8,0,0,164
best_task_cost_off,1.0,0.1,1.0,106,Turn off the task-ranking cost weight.,300,63,11,0.63,0.7218628313026002,524.688,0,270,0,29,0,0,1
best_task_cost_off,1.0,0.1,1.0,107,Turn off the task-ranking cost weight.,300,48,8,0.48,0.5821107094762208,531.738,0,203,0,18,0,0,79
best_task_cost_off,1.0,0.1,1.0,108,Turn off the task-ranking cost weight.,300,58,9,0.58,0.6234393100785173,714.438,0,237,0,23,0,0,40
best_task_cost_off,1.0,0.1,1.0,109,Turn off the task-ranking cost weight.,300,48,20,0.48,0.566701717490361,629.366,0,227,0,31,0,0,42
best_task_cost_off,1.0,0.1,1.0,110,Turn off the task-ranking cost weight.,300,56,15,0.56,0.6661017523641664,769.63,0,249,0,25,0,0,26
best_task_cost_off,1.0,0.1,1.0,111,Turn off the task-ranking cost weight.,300,45,9,0.45,0.5333382833382833,587.258,0,187,0,29,0,0,84
best_task_cost_off,1.0,0.1,1.0,112,Turn off the task-ranking cost weight.,300,46,11,0.46,0.5462513130252101,441.846,0,199,0,17,0,0,84
best_task_cost_off,1.0,0.1,1.0,113,Turn off the task-ranking cost weight.,300,61,18,0.61,0.6544182273003853,324.922,0,264,0,35,0,0,1
best_task_cost_off,1.0,0.1,1.0,114,Turn off the task-ranking cost weight.,300,64,15,0.64,0.6850971780669266,429.658,0,275,0,25,0,0,0
best_task_cost_off,1.0,0.1,1.0,115,Turn off the task-ranking cost weight.,300,38,10,0.38,0.4947068124011824,558.382,0,169,0,16,0,0,115
best_task_cost_off,1.0,0.1,1.0,116,Turn off the task-ranking cost weight.,300,58,15,0.58,0.6475274528098758,717.018,0,259,0,30,0,0,11
best_task_cost_off,1.0,0.1,1.0,117,Turn off the task-ranking cost weight.,300,56,13,0.56,0.6579441954604597,368.954,0,238,0,25,0,0,37
best_task_cost_off,1.0,0.1,1.0,118,Turn off the task-ranking cost weight.,300,58,22,0.58,0.6376899287347048,413.83,0,268,0,32,0,0,0
best_task_cost_off,1.0,0.1,1.0,119,Turn off the task-ranking cost weight.,300,57,22,0.57,0.614982690088473,503.294,0,269,0,31,0,0,0
stress_guard_disabled,1.0,0.1,1.0,100,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,101,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,102,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,103,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,104,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,105,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,106,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,107,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,108,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,109,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,110,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,111,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,112,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,113,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,114,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,115,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,116,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,117,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,118,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled,1.0,0.1,1.0,119,Effectively disables _should_force_execution so alpha/beta/gamma have to win on their own.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,100,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,101,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,102,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,103,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,104,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,105,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,106,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,107,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,108,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,109,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,110,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,111,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,112,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,113,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,114,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,115,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,116,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,117,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,118,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
stress_guard_disabled_plus_alpha_0,0.0,0.1,1.0,119,Disable the stress guard AND zero alpha. Only deviates from the reference trace if the utility coefficients are actually doing work.,300,0,0,0.0,0.0,0.0,0,0,0,0,0,0,300
urgency_weight_off,1.0,0.1,1.0,100,Drop execute's urgency bonus; tests one hand constant.,300,56,17,0.56,0.6600978706520301,587.674,0,249,0,23,0,0,28
urgency_weight_off,1.0,0.1,1.0,101,Drop execute's urgency bonus; tests one hand constant.,300,57,21,0.57,0.631960623461854,755.75,0,274,0,21,0,0,5
urgency_weight_off,1.0,0.1,1.0,102,Drop execute's urgency bonus; tests one hand constant.,300,58,18,0.58,0.6250197991573478,579.454,0,263,0,32,0,0,5
urgency_weight_off,1.0,0.1,1.0,103,Drop execute's urgency bonus; tests one hand constant.,300,68,16,0.68,0.7221839713577527,396.792,0,278,0,22,0,0,0
urgency_weight_off,1.0,0.1,1.0,104,Drop execute's urgency bonus; tests one hand constant.,300,59,10,0.59,0.6719961704164671,721.95,0,246,0,28,0,0,26
urgency_weight_off,1.0,0.1,1.0,105,Drop execute's urgency bonus; tests one hand constant.,300,29,8,0.29,0.3519968157091681,415.088,0,128,0,8,0,0,164
urgency_weight_off,1.0,0.1,1.0,106,Drop execute's urgency bonus; tests one hand constant.,300,63,11,0.63,0.7218628313026002,524.688,0,270,0,29,0,0,1
urgency_weight_off,1.0,0.1,1.0,107,Drop execute's urgency bonus; tests one hand constant.,300,48,8,0.48,0.5821107094762208,531.738,0,203,0,18,0,0,79
urgency_weight_off,1.0,0.1,1.0,108,Drop execute's urgency bonus; tests one hand constant.,300,58,9,0.58,0.6234393100785173,714.438,0,237,0,23,0,0,40
urgency_weight_off,1.0,0.1,1.0,109,Drop execute's urgency bonus; tests one hand constant.,300,48,20,0.48,0.566701717490361,629.366,0,227,0,31,0,0,42
urgency_weight_off,1.0,0.1,1.0,110,Drop execute's urgency bonus; tests one hand constant.,300,56,15,0.56,0.6661017523641664,769.63,0,249,0,25,0,0,26
urgency_weight_off,1.0,0.1,1.0,111,Drop execute's urgency bonus; tests one hand constant.,300,45,9,0.45,0.5333382833382833,587.258,0,187,0,29,0,0,84
urgency_weight_off,1.0,0.1,1.0,112,Drop execute's urgency bonus; tests one hand constant.,300,46,11,0.46,0.5462513130252101,441.846,0,199,0,17,0,0,84
urgency_weight_off,1.0,0.1,1.0,113,Drop execute's urgency bonus; tests one hand constant.,300,61,18,0.61,0.6544182273003853,324.922,0,264,0,35,0,0,1
urgency_weight_off,1.0,0.1,1.0,114,Drop execute's urgency bonus; tests one hand constant.,300,64,15,0.64,0.6850971780669266,429.658,0,275,0,25,0,0,0
urgency_weight_off,1.0,0.1,1.0,115,Drop execute's urgency bonus; tests one hand constant.,300,38,10,0.38,0.4947068124011824,558.382,0,169,0,16,0,0,115
urgency_weight_off,1.0,0.1,1.0,116,Drop execute's urgency bonus; tests one hand constant.,300,58,15,0.58,0.6475274528098758,717.018,0,259,0,30,0,0,11
urgency_weight_off,1.0,0.1,1.0,117,Drop execute's urgency bonus; tests one hand constant.,300,56,13,0.56,0.6579441954604597,368.954,0,238,0,25,0,0,37
urgency_weight_off,1.0,0.1,1.0,118,Drop execute's urgency bonus; tests one hand constant.,300,58,22,0.58,0.6376899287347048,413.83,0,268,0,32,0,0,0
urgency_weight_off,1.0,0.1,1.0,119,Drop execute's urgency bonus; tests one hand constant.,300,57,22,0.57,0.614982690088473,503.294,0,269,0,31,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,100,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,63,18,0.63,0.7181920380901997,731.286,0,275,0,25,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,101,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,57,22,0.57,0.6445611156685809,909.308,0,270,0,30,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,102,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,58,20,0.58,0.6176386732980644,676.4,0,270,0,30,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,103,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,68,16,0.68,0.7221839713577527,396.792,0,278,0,22,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,104,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,59,14,0.59,0.6824636987394287,726.186,0,256,0,43,0,0,1
stress_guard_price_1_1,1.0,0.1,1.0,105,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,63,19,0.63,0.670989783733581,834.178,0,273,0,26,0,0,1
stress_guard_price_1_1,1.0,0.1,1.0,106,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,62,11,0.62,0.712159276472805,935.664,0,266,0,34,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,107,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,65,10,0.65,0.7381458643419093,752.858,0,270,0,30,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,108,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,58,16,0.58,0.6566160381001417,473.074,0,265,0,35,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,109,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,58,20,0.58,0.6527865404837013,686.842,0,272,0,28,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,110,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,66,13,0.66,0.7337219943734534,1041.856,0,275,0,25,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,111,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,65,10,0.65,0.7025170775170775,816.206,0,257,0,42,0,0,1
stress_guard_price_1_1,1.0,0.1,1.0,112,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,62,13,0.62,0.6762079831932774,794.428,0,269,0,31,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,113,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,61,18,0.61,0.6544182273003853,324.922,0,264,0,35,0,0,1
stress_guard_price_1_1,1.0,0.1,1.0,114,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,64,15,0.64,0.6850971780669266,429.658,0,275,0,25,0,0,0
stress_guard_price_1_1,1.0,0.1,1.0,115,Make the stress guard always pass on price (>= any spot). Tests whether the price side of the guard is binding.,300,61,16,0.61,0.6772186705162576,1097.508,0,271,0,29,0,0,0
